State,Crop,Season,Soil_Type,Area,Production,Rainfall,Temperature,Humidity,Nitrogen,Phosphorus,Potassium
Haryana,Banana,Rabi,Loamy,2997.21,47353.12,368.31,17.83,60.1,91.55,16.55,75.13
Haryana,Cucumber,Rabi,Black,4171.48,71869.04,371.8,27.34,30.81,91.02,33.45,12.87
Bihar,Sorghum,Kharif,Black,4906.9,58105.37,235.16,12.89,89.55,28.84,32.44,21.47
Maharashtra,Sesame,Whole Year,Sandy,4601.08,38354.44,86.21,32.7,46.06,112.05,19.71,13.37
Himachal Pradesh,Cotton,Whole Year,Alluvial,1242.64,22393.95,406.04,25.22,80.51,76.23,31.14,47.28
Tamil Nadu,Castor,Kharif,Sandy,1771.87,20995.65,233.83,14.04,87.63,147.43,21.03,76.44
Odisha,Ginger,Kharif,Sandy,2934.59,41203.86,313.14,33.11,42.25,126.97,61.7,14.78
Tripura,Linseed,Summer,Red,2977.94,33511.61,126.5,17.89,65.05,63.64,21.07,40.08
Kerala,Chili,Kharif,Laterite,3646.91,46231.21,296.19,12.36,44.48,75.8,37.61,67.79
Tamil Nadu,Cucumber,Whole Year,Loamy,168.66,1971.56,145.03,17.72,35.92,88.91,54.65,13.53
Himachal Pradesh,Tomato,Rabi,Black,3463.28,46604.46,328.55,35.63,87.06,92.73,42.35,79.38
Haryana,Brinjal,Rabi,Laterite,480.48,6852.97,476.46,32.92,38.39,45.39,29.28,57.4
Punjab,Muskmelon,Summer,Sandy,3266.21,24124.56,110.34,11.29,48.02,98.08,34.72,69.49
Chhattisgarh,Apple,Kharif,Black,4501.14,52394.13,242.35,37.22,78.15,58.56,33.9,19.72
Arunachal Pradesh,Guava,Rabi,Alluvial,1541.08,17851.4,239.42,13.95,77.54,25.29,62.4,22.47
Mizoram,Muskmelon,Rabi,Clay,685.78,9566.44,435.09,30.97,48.84,21.09,73.93,23.87
Kerala,Coconut,Summer,Black,3319.71,18719.23,109.65,39.38,50.76,97.32,53.97,49.74
Mizoram,Rubber,Rabi,Sandy,710.27,10615.64,432.29,14.41,86.06,92.82,13.07,18.59
Sikkim,Barley,Rabi,Loamy,3295.38,30544.34,124.33,17.4,54.56,137.33,49.56,13.18
Gujarat,Onion,Summer,Sandy,1533.48,16128.13,83.67,15.88,69.66,108.55,73.53,36.23
Andhra Pradesh,Orange,Rabi,Alluvial,3063.62,34797.26,123.55,21.74,44.71,72.03,29.59,54.57
Meghalaya,Mango,Whole Year,Red,3659.05,44914.6,176.92,28.11,88.59,52.92,62.27,54.34
Assam,Cauliflower,Rabi,Clay,315.7,3770.2,283.48,13.57,74.62,59.54,66.41,44.26
Nagaland,Onion,Rabi,Loamy,1351.85,20503.47,491.24,17.32,73.99,53.43,15.56,14.4
Assam,Beetroot,Rabi,Sandy,4158.84,66892.97,294.61,22.96,94.81,135.83,26.71,51.92
Chhattisgarh,Soybean,Whole Year,Black,4863.25,51067.03,311.77,13.77,81.99,63.18,16.58,55.9
Gujarat,Pulses,Rabi,Clay,4658.84,81407.62,357.07,28.75,52.99,60.57,29.8,77.07
Sikkim,Sesame,Rabi,Laterite,1421.01,24241.27,476.28,13.32,57.04,123.09,52.32,73.98
Uttar Pradesh,Watermelon,Kharif,Black,1720.83,17930.75,119.3,16.81,89.23,46.94,19.31,53.21
Haryana,Guava,Summer,Red,3897.37,45773.25,242.94,31.35,46.48,76.79,43.35,30.7
Bihar,Orange,Whole Year,Alluvial,4636.77,52540.63,227.78,12.32,53.42,84.65,23.63,37.87
Sikkim,Linseed,Kharif,Red,4413.59,78162.79,387.25,24.09,78.56,134.82,20.06,24.02
Arunachal Pradesh,Sugarcane,Kharif,Black,3284.68,39895.48,290.97,32.7,50.73,99.1,72.77,73.24
West Bengal,Tomato,Summer,Loamy,588.82,6812.61,255.27,35.84,37.54,91.8,23.98,44.0
Odisha,Watermelon,Rabi,Black,2063.75,18361.06,227.24,14.81,72.89,29.13,75.37,14.13
Arunachal Pradesh,Turmeric,Summer,Alluvial,2200.63,28916.77,389.17,34.22,90.73,34.09,48.78,38.1
Maharashtra,Potato,Rabi,Black,3001.49,30690.86,153.06,19.64,88.02,107.3,51.72,19.74
Mizoram,Rice,Whole Year,Loamy,522.39,7178.33,272.29,23.46,85.25,123.98,64.71,75.26
Sikkim,Linseed,Rabi,Red,3351.04,43093.03,262.48,17.32,88.44,137.09,63.74,34.23
Uttarakhand,Pulses,Kharif,Red,1428.85,26777.2,465.58,24.95,60.45,35.89,53.09,35.43
Maharashtra,Cabbage,Kharif,Loamy,4517.92,52822.95,307.76,36.4,89.63,119.93,27.06,33.08
Rajasthan,Wheat,Whole Year,Black,1084.93,15511.6,467.63,18.95,88.43,108.75,55.65,31.17
Madhya Pradesh,Spinach,Rabi,Laterite,668.05,11528.99,467.34,22.03,82.55,48.7,15.21,69.04
Andhra Pradesh,Cauliflower,Summer,Sandy,2252.8,37892.0,387.06,21.74,48.51,24.04,43.32,58.62
Punjab,Sorghum,Whole Year,Laterite,588.05,7290.37,218.0,32.19,93.02,69.12,61.89,58.44
Maharashtra,Mango,Summer,Clay,4591.89,53867.04,137.57,33.59,32.53,46.37,74.92,28.78
Tamil Nadu,Coconut,Rabi,Red,1702.46,21011.7,278.71,19.85,67.83,44.62,77.58,46.78
Andhra Pradesh,Sesame,Rabi,Clay,3509.38,56335.55,335.44,26.44,55.89,79.7,46.93,25.52
Andhra Pradesh,Brinjal,Summer,Alluvial,1888.33,22845.22,229.92,21.24,69.0,79.57,40.43,18.42
Madhya Pradesh,Chili,Kharif,Clay,3735.45,63900.74,375.93,23.93,43.66,129.48,55.45,34.42
Assam,Tea,Kharif,Clay,12.99,259.21,441.01,25.88,90.09,120.19,20.24,33.88
Odisha,Spinach,Rabi,Black,3273.05,44416.6,406.92,32.41,69.88,41.58,23.62,65.11
Karnataka,Sesame,Kharif,Laterite,4935.87,49738.72,182.85,31.95,73.53,117.04,39.11,27.1
Assam,Banana,Rabi,Black,4929.23,60564.43,350.11,14.03,63.89,98.54,61.5,64.28
Manipur,Mustard,Summer,Red,33.04,269.97,139.27,38.71,53.22,116.93,43.06,79.94
Bihar,Okra,Rabi,Alluvial,2581.38,30941.86,200.03,15.42,60.4,75.24,32.03,53.32
Rajasthan,Beetroot,Summer,Alluvial,3067.19,25170.47,230.81,10.29,43.82,91.65,34.44,68.54
Punjab,Pumpkin,Whole Year,Sandy,1237.74,13051.96,124.86,14.95,42.29,24.56,40.01,48.06
Andhra Pradesh,Cabbage,Summer,Black,2693.51,48474.18,405.33,27.23,46.53,104.77,35.09,52.68
Himachal Pradesh,Peas,Kharif,Alluvial,137.24,2460.61,264.26,27.01,48.44,31.46,21.79,59.5
Bihar,Sunflower,Kharif,Clay,88.9,1072.1,126.58,34.49,64.22,32.72,15.8,74.46
Meghalaya,Wheat,Rabi,Laterite,2631.09,21367.48,94.7,35.89,33.2,111.01,78.42,72.0
Goa,Mustard,Whole Year,Clay,2343.27,27279.29,154.16,30.65,72.61,58.53,38.67,36.63
Madhya Pradesh,Cucumber,Kharif,Sandy,908.04,10535.32,117.29,20.02,72.19,98.4,30.23,73.33
Nagaland,Chickpea,Rabi,Red,2563.89,28236.24,170.2,30.08,59.2,108.03,43.69,63.29
Goa,Watermelon,Whole Year,Red,3664.92,55275.73,137.14,25.51,60.06,54.15,47.73,73.63
Sikkim,Garlic,Rabi,Laterite,3651.24,43935.49,405.0,31.69,85.94,121.01,67.94,46.34
Sikkim,Muskmelon,Summer,Red,1562.2,15241.22,150.45,36.43,31.78,141.51,69.54,56.11
Himachal Pradesh,Rubber,Kharif,Sandy,2869.08,28622.52,341.97,10.16,84.24,126.11,44.04,26.59
Madhya Pradesh,Cashew,Summer,Sandy,2976.75,27454.95,347.93,38.07,69.8,131.07,39.08,47.44
Jharkhand,Linseed,Rabi,Black,4612.86,42533.19,112.7,16.11,48.85,128.54,37.61,11.19
Uttar Pradesh,Garlic,Summer,Clay,3347.84,31807.39,214.96,38.12,46.62,94.96,49.96,51.68
Haryana,Mustard,Whole Year,Clay,1057.75,12268.87,60.48,29.25,94.73,110.32,65.74,13.14
Haryana,Spinach,Summer,Sandy,3555.3,64252.32,472.14,16.0,74.76,94.36,51.44,16.79
Meghalaya,Sesame,Summer,Clay,3134.34,35096.78,297.0,36.83,40.3,78.69,23.97,17.46
Sikkim,Orange,Rabi,Black,3209.18,29764.97,204.93,11.14,91.36,107.43,23.38,13.43
Punjab,Rubber,Whole Year,Alluvial,1864.06,25993.15,445.93,31.41,46.72,25.71,71.79,66.6
Uttar Pradesh,Barley,Summer,Black,3682.88,45764.24,84.64,27.58,52.95,83.77,28.62,70.46
Uttar Pradesh,Coffee,Summer,Sandy,3961.15,74041.14,388.32,24.55,76.91,98.27,21.54,79.95
Punjab,Mustard,Whole Year,Red,2946.26,40075.58,60.57,22.45,63.07,50.45,35.17,35.64
Sikkim,Potato,Summer,Laterite,2941.74,36036.31,191.25,19.14,85.05,103.43,69.57,55.06
Madhya Pradesh,Cauliflower,Whole Year,Black,1825.2,26689.65,286.24,32.1,66.69,114.9,12.56,37.98
Assam,Pumpkin,Whole Year,Laterite,3917.83,48883.64,238.67,13.33,56.73,87.02,17.46,35.92
Sikkim,Potato,Whole Year,Red,4366.02,65159.48,461.95,13.55,50.5,99.27,56.27,11.95
Andhra Pradesh,Mango,Kharif,Loamy,436.81,7565.2,286.3,27.63,59.71,135.4,17.61,22.93
Telangana,Guava,Rabi,Alluvial,1071.1,7815.71,157.92,36.75,60.43,104.77,36.3,36.27
Chhattisgarh,Sesame,Whole Year,Clay,4133.81,36484.01,291.14,11.17,44.62,44.88,47.58,21.04
Tripura,Guava,Rabi,Clay,1144.57,11370.23,168.39,14.63,80.26,146.45,64.73,35.65
Nagaland,Soybean,Summer,Black,1774.74,17159.78,228.59,10.38,91.76,80.38,79.15,29.54
Rajasthan,Groundnut,Whole Year,Red,2713.21,50544.52,422.04,25.17,57.21,99.06,62.95,13.3
Rajasthan,Garlic,Kharif,Alluvial,4749.69,59998.17,487.42,37.29,63.35,118.27,74.55,71.01
Uttar Pradesh,Lentil,Kharif,Laterite,2326.42,42781.71,495.14,28.04,41.01,41.26,14.55,51.15
Manipur,Chickpea,Summer,Black,3908.14,74945.6,474.02,17.16,63.84,99.38,41.51,29.1
Andhra Pradesh,Rubber,Whole Year,Black,340.04,3477.48,282.22,36.83,94.5,93.33,45.81,33.91
Chhattisgarh,Barley,Summer,Laterite,1696.63,22202.92,188.19,14.57,73.98,59.35,45.39,11.06
Bihar,Onion,Whole Year,Loamy,3574.13,34544.16,113.71,11.31,42.58,65.72,39.86,15.1
Andhra Pradesh,Muskmelon,Summer,Alluvial,677.34,9672.56,408.85,19.6,54.38,29.42,39.6,15.45
Sikkim,Soybean,Rabi,Laterite,2691.86,45224.69,268.6,27.94,90.41,103.98,42.77,52.45
Sikkim,Lentil,Rabi,Sandy,3792.67,55187.7,476.16,38.79,86.97,138.95,63.18,72.65
Tamil Nadu,Onion,Whole Year,Laterite,105.04,1433.14,84.01,24.11,92.23,25.24,39.29,47.8
Haryana,Cauliflower,Whole Year,Black,4066.56,33564.37,123.91,10.46,78.28,142.76,69.29,62.44
Uttarakhand,Garlic,Rabi,Black,3925.27,38955.71,120.42,34.0,69.51,64.56,49.66,67.63
Sikkim,Sunflower,Whole Year,Loamy,1069.23,15610.37,214.64,25.59,37.43,112.62,72.64,65.33
Rajasthan,Wheat,Summer,Black,643.61,8633.88,105.43,25.39,45.67,51.39,77.17,30.58
Manipur,Pumpkin,Kharif,Clay,3530.7,47093.31,87.7,29.63,85.57,127.84,30.77,10.97
Chhattisgarh,Jute,Kharif,Black,107.77,1731.44,249.17,22.17,30.78,117.87,11.18,66.86
Bihar,Cauliflower,Kharif,Red,2490.02,29697.98,61.65,14.92,90.59,138.57,25.39,19.55
Karnataka,Castor,Summer,Red,2441.25,42776.7,448.46,21.43,33.99,55.54,55.51,48.1
Chhattisgarh,Millet,Whole Year,Clay,4985.21,72845.63,363.44,29.65,66.1,43.88,53.26,50.48
Kerala,Peas,Kharif,Sandy,2755.91,40707.97,193.93,29.41,80.21,109.1,49.25,31.81
Telangana,Mustard,Rabi,Laterite,783.11,7169.85,249.32,36.26,62.6,136.93,15.85,28.82
Goa,Pumpkin,Summer,Alluvial,3284.82,28775.05,56.28,35.3,72.11,46.38,27.29,58.12
Mizoram,Jute,Whole Year,Alluvial,1585.92,18773.86,421.78,33.81,86.21,124.63,76.03,17.76
Madhya Pradesh,Cucumber,Summer,Laterite,3938.94,49559.18,64.55,23.5,45.92,95.71,32.37,43.84
Maharashtra,Guava,Whole Year,Loamy,3414.35,55480.39,424.31,34.01,46.28,125.72,67.84,46.77
Manipur,Jute,Summer,Alluvial,666.34,10830.19,384.58,23.25,64.1,25.23,32.02,25.5
Himachal Pradesh,Linseed,Rabi,Black,3635.78,48106.26,126.52,26.36,30.66,108.65,77.94,22.28
Tripura,Tomato,Whole Year,Black,359.68,4032.47,128.13,27.57,92.58,73.27,68.23,32.85
Maharashtra,Watermelon,Summer,Loamy,3106.0,50195.17,316.07,23.41,74.74,50.91,15.65,53.05
Tripura,Orange,Summer,Clay,3501.73,36248.67,174.27,18.63,62.41,64.32,39.67,58.37
Chhattisgarh,Mustard,Kharif,Loamy,475.03,5127.76,277.58,38.05,48.55,23.1,66.97,64.03
Uttarakhand,Carrot,Summer,Red,2411.57,37159.68,499.8,10.73,92.7,137.65,32.05,73.57
Jharkhand,Okra,Summer,Loamy,1317.86,16493.44,312.36,31.22,50.95,99.4,19.06,66.05
Gujarat,Watermelon,Kharif,Laterite,2732.27,36261.37,350.53,30.89,48.6,149.55,14.47,64.73
Andhra Pradesh,Tomato,Summer,Black,623.24,12059.47,495.45,24.16,54.75,34.5,34.12,27.03
Gujarat,Beetroot,Summer,Laterite,2495.85,36422.74,391.44,34.92,65.06,149.28,41.64,15.73
Manipur,Guava,Kharif,Sandy,3135.88,42784.98,199.63,36.64,47.0,56.3,46.01,40.55
Tripura,Maize,Rabi,Red,3401.68,50770.97,327.41,29.1,79.43,42.39,78.35,48.19
Punjab,Coconut,Summer,Laterite,4378.33,49483.71,314.26,12.87,86.79,33.3,46.51,24.13
Arunachal Pradesh,Tomato,Kharif,Laterite,4160.42,74206.16,418.75,29.43,76.66,100.06,68.23,34.12
Tripura,Brinjal,Summer,Loamy,1193.0,9862.12,108.49,38.93,54.57,136.23,59.31,34.39
Tripura,Cucumber,Whole Year,Sandy,3146.11,35191.98,303.3,37.85,72.1,55.19,60.1,46.96
Rajasthan,Groundnut,Summer,Sandy,4811.88,63981.43,417.84,32.27,34.96,35.71,52.86,12.22
Mizoram,Pumpkin,Whole Year,Red,1065.53,19526.63,363.16,23.49,32.13,28.98,50.86,68.61
Himachal Pradesh,Chili,Rabi,Sandy,2187.93,23961.01,229.98,36.91,39.93,69.61,31.58,51.24
Assam,Sugarcane,Whole Year,Black,4400.58,86444.66,327.26,24.55,42.44,21.62,22.8,64.36
Chhattisgarh,Brinjal,Rabi,Loamy,1578.0,14442.31,366.22,10.25,55.06,40.61,76.46,60.35
Tripura,Soybean,Rabi,Clay,1625.27,21594.26,107.43,24.11,34.03,66.28,44.01,48.61
Arunachal Pradesh,Rice,Rabi,Alluvial,4359.71,60212.86,243.54,19.8,31.3,93.25,22.63,15.2
Rajasthan,Brinjal,Summer,Sandy,2220.37,20239.1,100.7,38.09,50.15,80.4,35.58,61.59
Kerala,Sunflower,Whole Year,Black,259.83,3962.27,489.2,18.45,39.25,49.41,59.66,77.93
Jharkhand,Linseed,Summer,Red,2741.93,35369.08,176.74,26.04,30.58,92.54,43.5,51.99
Punjab,Jute,Rabi,Black,4081.54,39288.19,177.56,34.67,56.59,132.62,36.28,30.47
Assam,Chili,Summer,Red,4909.35,58298.22,228.75,20.0,71.44,75.96,13.37,34.1
Meghalaya,Cashew,Rabi,Red,1300.82,24351.63,488.68,18.49,85.35,136.89,57.73,43.21
Bihar,Guava,Kharif,Sandy,973.67,14795.11,221.65,21.91,93.36,22.77,28.36,50.54
Gujarat,Jute,Whole Year,Red,2235.76,19698.98,59.87,33.74,38.58,41.57,40.26,68.43
Himachal Pradesh,Rice,Whole Year,Sandy,4601.05,33514.61,75.34,20.15,66.85,122.63,67.07,13.25
Telangana,Soybean,Rabi,Laterite,129.5,1034.44,276.63,36.2,43.17,134.27,49.33,22.56
Haryana,Millet,Kharif,Loamy,2995.05,40968.63,296.58,32.09,44.44,100.01,27.35,14.72
Odisha,Turmeric,Rabi,Loamy,3346.09,20470.71,221.69,39.02,35.67,66.16,51.53,48.1
Assam,Sugarcane,Summer,Red,2512.18,29210.93,307.6,36.54,48.36,55.59,66.69,29.38
Madhya Pradesh,Maize,Whole Year,Loamy,3147.77,46601.03,491.52,38.5,47.63,72.05,31.51,23.71
Manipur,Mango,Summer,Loamy,1907.02,18151.49,362.08,39.91,59.0,96.73,57.74,53.8
Himachal Pradesh,Jute,Summer,Laterite,161.59,3087.68,428.7,23.29,61.02,31.0,20.87,36.35
Rajasthan,Potato,Kharif,Loamy,495.83,6421.47,301.24,17.45,68.57,21.81,29.83,23.77
Sikkim,Guava,Kharif,Laterite,3805.43,72043.21,488.65,28.33,84.86,97.7,38.0,65.26
Madhya Pradesh,Guava,Whole Year,Black,4787.4,50207.2,200.49,14.02,48.59,30.65,33.84,58.73
Arunachal Pradesh,Apple,Kharif,Loamy,3596.01,37612.57,72.7,15.86,55.04,132.46,32.34,13.91
Haryana,Sugarcane,Kharif,Sandy,3222.84,38756.51,157.54,27.99,33.0,106.09,75.72,55.87
Uttarakhand,Castor,Summer,Clay,1772.6,20452.6,101.28,14.51,45.95,20.16,61.01,58.06
Sikkim,Mustard,Whole Year,Loamy,1637.18,15029.29,112.26,39.14,37.21,108.72,71.98,73.01
Jharkhand,Spinach,Summer,Alluvial,584.71,8808.4,309.77,18.3,63.22,118.46,22.07,10.09
West Bengal,Jute,Kharif,Alluvial,163.56,1719.26,169.23,39.64,51.94,123.87,62.69,16.81
Jharkhand,Rubber,Rabi,Red,1877.47,29222.01,374.82,19.98,53.96,98.36,26.48,43.07
Karnataka,Tomato,Summer,Alluvial,3059.4,29899.94,98.41,37.93,30.39,127.66,45.8,67.8
Arunachal Pradesh,Tea,Kharif,Laterite,2373.72,38366.31,445.47,16.89,37.78,73.88,66.77,59.39
Goa,Potato,Whole Year,Laterite,1220.61,15043.82,254.98,18.32,59.33,59.25,56.14,66.15
Sikkim,Guava,Whole Year,Black,735.8,6934.27,58.72,39.49,73.79,78.8,40.17,68.86
Kerala,Okra,Kharif,Laterite,2435.03,42004.24,335.07,23.9,48.86,139.14,72.9,68.93
Gujarat,Spinach,Kharif,Loamy,4563.65,60215.48,400.4,17.75,54.17,94.49,69.86,40.88
Uttar Pradesh,Chickpea,Whole Year,Alluvial,3513.78,58983.34,470.2,37.28,89.8,133.24,40.68,75.56
Manipur,Cauliflower,Rabi,Laterite,1502.52,18907.17,275.01,13.52,40.02,124.94,76.08,46.94
Uttar Pradesh,Barley,Rabi,Red,218.79,4079.48,477.59,26.21,72.01,89.02,61.7,72.83
Chhattisgarh,Coconut,Rabi,Laterite,2602.27,44226.13,447.58,23.07,53.33,145.96,61.23,45.49
Chhattisgarh,Okra,Rabi,Loamy,3582.61,34687.79,138.11,39.84,79.01,116.59,51.01,34.0
Bihar,Soybean,Summer,Sandy,1533.27,12207.55,172.57,13.67,78.92,141.01,65.1,70.37
Manipur,Coconut,Whole Year,Black,1812.18,30209.8,314.45,29.81,58.2,130.91,67.15,10.49
Uttar Pradesh,Garlic,Rabi,Sandy,3856.65,44555.17,401.55,15.4,43.63,90.78,32.31,51.65
Uttarakhand,Soybean,Whole Year,Black,4130.49,38903.86,69.73,16.96,30.03,74.43,24.47,25.45
Tamil Nadu,Barley,Summer,Loamy,1290.21,17110.67,326.63,27.4,30.28,141.98,33.81,31.66
Himachal Pradesh,Cardamom,Kharif,Laterite,1152.0,18773.05,437.0,15.09,62.47,61.82,22.83,50.05
Uttar Pradesh,Soybean,Kharif,Black,607.55,8681.06,330.35,32.19,66.34,35.27,10.33,16.04
Tripura,Grapes,Kharif,Clay,3497.87,53750.98,393.93,34.23,31.2,120.09,21.19,65.77
Punjab,Chili,Whole Year,Loamy,1826.57,30036.79,411.14,16.84,84.79,104.06,64.41,46.05
Uttarakhand,Cashew,Whole Year,Clay,3931.08,53924.78,331.07,22.13,88.07,77.39,61.44,65.96
Telangana,Jute,Whole Year,Sandy,1013.62,12730.06,251.65,36.26,51.42,55.54,12.49,59.04
Uttarakhand,Groundnut,Rabi,Clay,439.17,7484.08,303.38,24.31,88.34,138.08,78.35,34.66
Telangana,Mustard,Kharif,Laterite,3716.26,44698.35,424.95,35.57,94.38,93.07,25.01,52.08
Chhattisgarh,Tomato,Rabi,Clay,2729.39,19812.49,113.49,36.73,35.77,141.16,79.97,26.48
Mizoram,Soybean,Rabi,Black,4576.93,54229.35,378.52,12.76,92.49,105.14,75.08,59.94
Kerala,Sunflower,Whole Year,Black,2518.66,27275.87,310.95,38.91,88.72,66.4,32.29,29.88
Assam,Watermelon,Whole Year,Alluvial,4685.56,58485.9,154.29,24.1,53.08,61.97,16.75,68.82
Rajasthan,Sunflower,Rabi,Loamy,3697.7,54291.69,436.16,29.64,54.84,65.18,20.14,40.86
Tripura,Ginger,Rabi,Alluvial,1412.94,18614.83,210.79,28.54,74.17,83.29,46.81,17.46
Kerala,Grapes,Kharif,Red,2858.92,21739.0,127.78,39.04,69.99,36.65,35.92,78.61
Arunachal Pradesh,Rice,Whole Year,Loamy,4156.19,49927.98,338.87,15.55,84.16,103.16,17.93,69.36
Uttar Pradesh,Linseed,Kharif,Alluvial,4140.29,43368.4,365.83,10.9,75.95,143.67,44.58,22.75
Andhra Pradesh,Coffee,Kharif,Sandy,2145.74,26768.06,235.47,18.46,36.91,133.38,78.82,76.22
Tamil Nadu,Potato,Whole Year,Laterite,1622.37,19231.63,468.24,38.41,32.63,89.68,56.33,27.21
Tamil Nadu,Beetroot,Whole Year,Sandy,1831.99,25655.5,303.88,19.5,82.97,32.14,11.07,40.89
Punjab,Cotton,Whole Year,Clay,4204.6,60265.09,255.95,28.59,31.81,121.87,14.39,29.09
Telangana,Coconut,Kharif,Loamy,304.12,5135.76,367.15,21.85,78.09,51.08,43.1,34.83
Sikkim,Potato,Whole Year,Laterite,4717.45,63812.13,402.08,13.96,89.36,122.21,39.14,27.4
Telangana,Watermelon,Summer,Laterite,2327.93,41215.99,358.59,28.09,51.53,54.67,38.72,14.9
Gujarat,Cardamom,Kharif,Laterite,36.86,552.79,397.92,23.92,70.19,66.58,30.58,34.6
Kerala,Castor,Whole Year,Red,2764.95,33162.9,233.15,33.49,81.79,113.81,22.08,35.81
Goa,Groundnut,Rabi,Alluvial,4692.81,81889.78,471.33,17.65,34.74,87.5,58.81,63.77
Telangana,Castor,Whole Year,Sandy,1384.84,16506.62,63.88,27.24,43.86,33.27,38.09,17.31
Haryana,Barley,Whole Year,Sandy,3516.92,35068.89,157.72,32.56,44.3,132.39,14.9,71.88
Punjab,Millet,Rabi,Alluvial,1202.6,14159.05,187.94,21.68,58.64,30.34,12.73,68.38
Manipur,Rubber,Summer,Sandy,817.63,12106.13,227.56,27.04,72.39,99.83,21.6,35.35
Sikkim,Beetroot,Summer,Loamy,3168.29,47267.28,357.71,19.59,47.12,79.72,41.4,73.83
Rajasthan,Cotton,Summer,Loamy,152.59,2291.38,263.38,28.57,41.75,58.15,79.08,24.39
Himachal Pradesh,Cardamom,Summer,Black,3750.36,39421.21,188.19,35.33,70.02,79.92,74.75,36.23
Tamil Nadu,Mustard,Kharif,Loamy,1959.03,15081.25,106.96,10.93,66.25,50.07,35.27,26.94
Maharashtra,Tea,Rabi,Loamy,4865.81,59072.96,370.86,17.09,85.51,21.39,46.03,71.39
Andhra Pradesh,Maize,Whole Year,Red,3349.83,30951.15,163.71,13.76,47.8,38.65,77.09,35.76
Goa,Brinjal,Whole Year,Sandy,3455.49,46819.25,459.41,39.81,91.69,78.18,58.49,37.19
Assam,Lentil,Kharif,Laterite,2875.0,38339.71,122.64,15.21,68.11,92.55,62.73,28.44
Chhattisgarh,Apple,Rabi,Laterite,2845.3,52354.12,376.89,31.51,87.96,46.71,45.23,53.7
Tamil Nadu,Cotton,Summer,Black,1870.15,30392.03,277.41,25.7,30.8,95.0,58.71,37.27
Karnataka,Millet,Rabi,Sandy,1626.25,22937.05,293.38,27.57,73.22,99.36,64.22,53.61
Bihar,Cabbage,Summer,Loamy,1710.44,32351.63,475.48,23.38,58.43,55.73,32.45,63.08
Goa,Mango,Whole Year,Clay,2996.02,22644.71,297.84,16.64,91.54,26.32,76.53,26.87
Karnataka,Chickpea,Kharif,Alluvial,1534.0,15508.46,239.73,11.24,38.95,124.9,35.66,60.91
Meghalaya,Sorghum,Summer,Sandy,2456.73,30267.53,194.92,33.68,66.97,93.3,60.58,79.15
Arunachal Pradesh,Muskmelon,Whole Year,Red,321.11,2709.77,229.4,15.85,69.57,25.59,19.02,47.61
Maharashtra,Linseed,Whole Year,Sandy,2711.84,27845.09,154.1,14.32,35.61,134.35,64.22,36.0
Meghalaya,Cardamom,Whole Year,Alluvial,4790.59,49155.81,269.28,32.78,45.84,125.04,43.32,70.38
Uttarakhand,Spinach,Kharif,Red,590.39,6889.44,186.88,16.12,55.82,108.11,12.22,76.84
Mizoram,Beetroot,Whole Year,Red,128.01,1627.81,398.83,38.3,87.8,113.28,13.11,32.35
Sikkim,Tea,Summer,Sandy,1572.24,16423.42,301.59,12.6,65.21,110.92,74.48,60.27
Andhra Pradesh,Cotton,Kharif,Black,2930.98,43874.29,475.3,20.42,76.65,103.43,27.11,29.15
Nagaland,Castor,Kharif,Clay,1654.81,23979.51,307.01,17.31,48.66,136.49,43.02,59.59
Meghalaya,Linseed,Summer,Laterite,2193.66,30019.53,429.24,31.11,88.11,44.06,57.12,11.08
Manipur,Cotton,Rabi,Black,3786.76,58151.3,277.37,25.12,56.41,27.44,63.35,60.19
Rajasthan,Lentil,Whole Year,Red,4165.95,48334.91,121.23,33.28,91.06,38.02,57.82,25.04
Uttar Pradesh,Cauliflower,Kharif,Alluvial,1863.17,17441.05,69.74,11.35,62.01,144.48,69.24,43.52
Jharkhand,Guava,Whole Year,Red,2385.0,23358.79,145.09,34.34,78.96,58.88,22.86,65.22
West Bengal,Jute,Rabi,Red,805.03,12969.06,315.62,24.48,39.88,98.0,11.6,44.52
Punjab,Beetroot,Summer,Loamy,332.15,4015.9,342.68,15.71,66.54,58.74,24.21,59.73
Madhya Pradesh,Sugarcane,Whole Year,Sandy,1984.82,23468.22,220.25,32.3,89.9,126.53,41.85,47.83
Karnataka,Tomato,Kharif,Clay,2604.65,22219.17,233.19,10.47,64.69,67.41,42.81,15.58
Goa,Sunflower,Summer,Alluvial,1404.78,15997.58,194.98,11.11,58.84,36.78,20.94,52.11
Uttarakhand,Soybean,Whole Year,Alluvial,2827.07,42014.16,356.94,20.29,32.97,54.76,31.38,37.31
Goa,Grapes,Whole Year,Red,4546.46,66173.31,88.64,27.98,37.92,124.96,34.36,18.34
West Bengal,Ginger,Whole Year,Laterite,3223.06,20271.65,185.22,10.38,69.76,74.08,24.81,77.36
Karnataka,Barley,Summer,Loamy,48.04,670.3,398.31,15.34,56.22,98.11,14.78,40.83
Goa,Cucumber,Summer,Clay,1015.91,12717.89,339.11,34.4,67.7,30.94,11.8,77.79
Rajasthan,Coffee,Kharif,Alluvial,2655.26,30373.87,204.41,35.23,80.08,73.9,38.42,42.76
Nagaland,Muskmelon,Summer,Black,1722.24,20426.51,195.05,30.59,78.38,102.91,45.42,33.0
